Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,common_name,scientific_name_23
Heleia dohertyi,Zosteropidae,Passeriformes,AVIBASE-65C5881A,3,2,1,0,3,13.7,6.9,3.1,3.9,18.4,61,8.1,52.9,13.2,50,20,Inferred,NA,YES,Body Mass,Heleia goodfellowi,Forest,1,1,Herbivore,Frugivore,Insessorial,Dark-crowned Heleia,Heleia dohertyi
Heleia goodfellowi,Zosteropidae,Passeriformes,AVIBASE-B34CCF13,7,3,4,0,7,15,8.5,3.5,3.8,21,65.9,13.5,52.4,20.7,49.5,20,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,Mindanao Heleia,Heleia goodfellowi
Heleia javanica,Zosteropidae,Passeriformes,AVIBASE-23A7AB57,4,2,2,0,4,13.9,7.4,3.2,3.4,18.9,61.8,12.9,48.8,21,53.4,20,Inferred,NA,YES,Body Mass,Heleia goodfellowi,Forest,1,1,Herbivore,Frugivore,Insessorial,Javan Heleia,Heleia javanica
Heleia muelleri,Zosteropidae,Passeriformes,AVIBASE-B5D365E9,5,2,3,0,4,16.3,9.1,3.6,4.3,20.1,68.3,9.6,58.5,14.1,55.4,16.7,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Timor Heleia,Heleia muelleri
Heleia pinaiae,Zosteropidae,Passeriformes,AVIBASE-B0B39351,4,2,2,0,4,16.5,9.8,3.8,4.9,22.2,73.1,11,62.1,15.1,53.2,27.4,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Gray-hooded Heleia,Heleia pinaiae
Heleia squamiceps,Zosteropidae,Passeriformes,AVIBASE-5149A050,4,2,2,0,4,15.3,8.4,3.2,3.5,18.9,61,9.2,51.8,15.2,45.2,14.5,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,Sulawesi Heleia,Heleia squamiceps
Heleia squamifrons,Zosteropidae,Passeriformes,AVIBASE-1A31DD7F,4,2,2,0,4,9.2,5.7,2.4,2.5,14.3,49.2,7.4,41.8,15.1,33.2,6.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,Pygmy Heleia,Heleia squamifrons
Heleia superciliaris,Zosteropidae,Passeriformes,AVIBASE-6A8BDC5E,4,1,2,1,4,15.7,8.5,3.4,4,19.9,67,12.1,54.9,18,51.8,20,Inferred,NA,YES,Body Mass,Heleia goodfellowi,Forest,1,1,Herbivore,Frugivore,Insessorial,Eyebrowed Heleia,Heleia superciliaris
Heleia wallacei,Zosteropidae,Passeriformes,AVIBASE-EAE691C1,5,3,2,0,4,13.6,7.4,3,3.4,17.1,52.8,5.9,46.9,11.2,40.5,11,EltonTraits_Model,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Yellow-spectacled Heleia,Heleia wallacei
Megazosterops palauensis,Zosteropidae,Passeriformes,AVIBASE-B1C8FC63,1,0,1,0,1,20.1,11.9,3.8,5.7,23.6,76.5,13.1,63.4,17.1,49.5,31,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Giant White-eye,Megazosterops palauensis
Parayuhina diademata,Zosteropidae,Passeriformes,AVIBASE-ED9A5BB0,4,2,2,0,4,14.8,6.9,3.2,3.6,21,74.6,11.2,63.4,15.1,75.5,22,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,White-collared Yuhina,Parayuhina diademata
Rukia longirostra,Zosteropidae,Passeriformes,AVIBASE-C66F1853,3,0,3,0,3,22.5,14,3.2,3.5,19.7,69.2,12.4,56.8,17.9,46,17.9,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Long-billed White-eye,Rukia longirostra
Rukia ruki,Zosteropidae,Passeriformes,AVIBASE-C5B02511,1,0,1,0,1,19.8,10.8,3.7,4.1,23.3,80,15.5,64.5,19.4,55,21,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Teardrop White-eye,Rukia ruki
Staphida castaniceps,Zosteropidae,Passeriformes,AVIBASE-BB20B241,8,4,4,0,7,11,6.1,3,3.2,16.8,58.7,12.9,46.6,21.7,55.1,11.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,Striated Yuhina,Staphida castaniceps
Staphida everetti,Zosteropidae,Passeriformes,AVIBASE-EDF11415,5,2,3,0,4,11.2,6.1,3.1,3.5,16.7,60.1,10.5,49.9,17.3,58.6,12.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,Chestnut-crested Yuhina,Staphida everetti
Staphida torqueola,Zosteropidae,Passeriformes,AVIBASE-18E06178,5,2,3,0,4,11.4,6.2,3,3.5,18,63.8,16.2,47.8,25.4,59,11.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,Indochinese Yuhina,Staphida torqueola
Sterrhoptilus capitalis,Zosteropidae,Passeriformes,AVIBASE-AA79D6BA,17,4,13,0,17,14.7,9.4,3.5,4,18.5,67.3,11.8,55.5,17.6,60.6,14.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,Rusty-crowned Babbler,Sterrhoptilus capitalis
Sterrhoptilus dennistouni,Zosteropidae,Passeriformes,AVIBASE-A552D849,4,2,2,0,4,16.3,9.9,3.3,4.3,18,66.1,10.4,55.6,15.8,58.7,15.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,Golden-crowned Babbler,Sterrhoptilus dennistouni
Sterrhoptilus nigrocapitatus,Zosteropidae,Passeriformes,AVIBASE-82328ACC,11,6,5,0,10,15.1,8.8,3.6,4.1,18.4,64.5,11.4,53.2,17.7,57.9,14.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA
Tephrozosterops stalkeri,Zosteropidae,Passeriformes,AVIBASE-44F9A3C9,2,0,1,1,1,15.3,9.8,3.8,3.7,17,68,8.3,59.6,12.2,48,17.7,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,Rufescent White-eye,Tephrozosterops stalkeri
Yuhina bakeri,Zosteropidae,Passeriformes,AVIBASE-1B155418,5,2,3,0,4,12.7,6.5,3.4,3.9,20.2,68,13.8,55.2,20,52.5,17.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,White-naped Yuhina,Yuhina bakeri
Yuhina brunneiceps,Zosteropidae,Passeriformes,AVIBASE-7A3177F9,5,2,3,0,4,13.1,6.7,2.3,2.8,17.2,62.8,11.8,51.2,18.7,48.3,12.5,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Taiwan Yuhina,Yuhina brunneiceps
Yuhina flavicollis,Zosteropidae,Passeriformes,AVIBASE-68D50AEF,5,2,3,0,4,12.8,6.3,3.1,3.3,19.3,62.8,10.3,52.2,16.5,52,16.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,Whiskered Yuhina,Yuhina flavicollis
Yuhina gularis,Zosteropidae,Passeriformes,AVIBASE-6B6C727C,4,2,2,0,4,16.3,8.2,3.3,3.2,20.4,72.4,13.4,59,18.6,64.5,20.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,Stripe-throated Yuhina,Yuhina gularis
Yuhina humilis,Zosteropidae,Passeriformes,AVIBASE-16E99455,5,3,1,1,4,12.6,6.8,3.1,3.6,18.3,62.7,9.6,52.6,15.4,51.8,14,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Burmese Yuhina,Yuhina humilis
Yuhina nigrimenta,Zosteropidae,Passeriformes,AVIBASE-60D9AAA1,9,4,5,0,8,12.5,6.9,2.8,2.9,14.9,55.2,11.7,43.4,21,39.4,9.5,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Black-chinned Yuhina,Yuhina nigrimenta
Yuhina occipitalis,Zosteropidae,Passeriformes,AVIBASE-E9226482,5,2,3,0,4,16.2,8.3,3,2.8,16.8,60.9,9.6,51.6,15.6,51.7,13,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Rufous-vented Yuhina,Yuhina occipitalis
Zosterops abyssinicus,Zosteropidae,Passeriformes,AVIBASE-8C2C2D5B,5,2,3,0,4,13.3,6.9,2.7,2.9,16.3,57.6,9.3,48.5,16,44.1,9.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,Abyssinian White-eye,Zosterops abyssinicus
Zosterops albogularis,Zosteropidae,Passeriformes,AVIBASE-93D88F0A,5,2,3,0,4,19,9.4,3.6,4.2,22.3,75.2,15.3,59.5,20.5,56,30,Updated_literature,Hirschfeld (2007),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,White-chested White-eye,Zosterops albogularis
Zosterops aldabrensis,Zosteropidae,Passeriformes,AVIBASE-539CB2B2,0,0,0,0,0,13.4,7.1,2.7,3.2,14.8,54.3,10.9,43,20.3,41.6,8.9,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Zosterops maderaspatanus,Forest,2,1,Omnivore,Invertivore,Insessorial,Aldabra White-eye,Zosterops aldabrensis
Zosterops anderssoni,Zosteropidae,Passeriformes,AVIBASE-ABDC4E76,15,2,3,10,13,12.4,7,2.9,2.7,15.7,59.3,11.5,47.7,19.4,42.8,10.9,DataFromSplit,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,Southern Yellow White-eye,Zosterops anderssoni
Zosterops anjuanensis,Zosteropidae,Passeriformes,AVIBASE-AC6E9F03,0,0,0,0,0,13.4,7.1,2.7,3.2,14.8,54.3,10.9,43,20.3,41.6,8.9,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Zosterops maderaspatanus,Forest,2,1,Omnivore,Invertivore,Insessorial,Anjouan White-eye,Zosterops anjuanensis
Zosterops anomalus,Zosteropidae,Passeriformes,AVIBASE-C02EB43E,4,1,3,0,3,13.3,7.6,2.9,3.6,16.7,54.8,5.5,50.5,9.9,44,12,EltonTraits_Model,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,Black-ringed White-eye,Zosterops anomalus
Zosterops atricapilla,Zosteropidae,Passeriformes,AVIBASE-72F7680A,5,2,3,0,4,12.5,6.5,2.4,2.7,15.1,53.5,10.3,42.6,19.4,36.2,9.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Black-capped White-eye,Zosterops atricapilla
Zosterops atriceps,Zosteropidae,Passeriformes,AVIBASE-1BAA1C0D,3,1,1,1,3,14.2,8.2,2.9,3.5,16.1,58,8.9,49.1,15.3,42,12,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Cream-throated White-eye,Zosterops atriceps
Zosterops atrifrons,Zosteropidae,Passeriformes,AVIBASE-BE5D6964,4,2,2,0,4,12.8,6.9,2.5,3.3,15.4,51.6,8.2,43.5,15.8,37.8,10,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Black-crowned White-eye,Zosterops atrifrons
Zosterops auriventer,Zosteropidae,Passeriformes,AVIBASE-2BB4714C,0,0,0,0,0,12.7,6.9,2.9,2.8,14.9,51.8,10.7,40.9,20.7,35.3,8.6,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops palpebrosus,NA,1,1,Omnivore,Omnivore,Insessorial,Hume's White-eye,Zosterops auriventer
Zosterops borbonicus,Zosteropidae,Passeriformes,AVIBASE-68B28107,4,1,0,3,4,12.5,6.4,2.6,2.5,18.5,53.9,10,43.9,18.6,42.8,8.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Reunion Gray White-eye,Zosterops borbonicus
Zosterops brunneus,Zosteropidae,Passeriformes,AVIBASE-5784EE2F,1,0,0,1,1,14.7,7.2,2.9,3.6,19.5,63.5,11.1,52.4,17.5,54,16.1,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Bioko Speirops,Zosterops brunneus
Zosterops buruensis,Zosteropidae,Passeriformes,AVIBASE-FA5F4790,3,0,3,0,3,13.7,7.8,2.8,3.1,17,58.3,10.2,48.1,17.5,42.7,12,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Buru White-eye,Zosterops buruensis
Zosterops ceylonensis,Zosteropidae,Passeriformes,AVIBASE-20BD1814,5,2,3,0,4,14.6,7.8,2.7,3.1,16.6,54.9,8.6,45.8,15.8,44.2,12.6,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Sri Lanka White-eye,Zosterops ceylonensis
Zosterops chloris,Zosteropidae,Passeriformes,AVIBASE-D61C0011,219,29,73,117,2,14.5,8,2.7,2.8,17.1,58.8,8.7,49.5,14.9,41.9,11.5,Updated_literature,BoW,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Lemon-bellied White-eye,Zosterops chloris
Zosterops chloronothos,Zosteropidae,Passeriformes,AVIBASE-094FE346,4,0,1,3,4,15,8,2.7,2.6,17.6,52.4,10.6,41.8,20.3,33.2,8.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Nectarivore,Insessorial,Mauritius White-eye,Zosterops chloronothos
Zosterops cinereus,Zosteropidae,Passeriformes,AVIBASE-6D6F6588,1,0,1,0,0,14.3,10,2.8,3.1,17.1,61,11.4,54.2,17.4,35,11.2,Dunning,NA,YES,Beak Nares; Wing Length; Kipp's Distance; Hand-Wing Index,Zosterops finschii,Forest,2,1,Herbivore,Omnivore,Insessorial,Kosrae White-eye,Zosterops cinereus
Zosterops citrinella,Zosteropidae,Passeriformes,AVIBASE-611D5087,7,4,3,0,6,13.1,7,2.8,3.4,17.4,57.5,10.3,47.2,17.9,44.4,11.5,Updated_literature,Dunning (2021),NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,Ashy-bellied White-eye,Zosterops citrinella
Zosterops comorensis,Zosteropidae,Passeriformes,AVIBASE-DFF1C79B,0,0,0,0,0,13.4,7.1,2.7,3.2,14.8,54.3,10.9,43,20.3,41.6,8.9,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Zosterops maderaspatanus,Forest,2,1,Omnivore,Invertivore,Insessorial,Moheli White-eye,Zosterops comorensis
Zosterops consobrinorum,Zosteropidae,Passeriformes,AVIBASE-2C539D2C,230,59,70,101,3,14.2,7.4,2.6,2.9,15.9,55.9,7.1,43.2,14.3,40.4,10.1,Updated_literature,BoW,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Sulawesi White-eye,Zosterops consobrinorum
Zosterops conspicillatus,Zosteropidae,Passeriformes,AVIBASE-AB4034D4,5,2,2,1,4,11.7,6.8,2.5,3,18.6,54.5,11.1,43.6,20.3,40.8,7.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,Bridled White-eye,Zosterops conspicillatus
Zosterops emiliae,Zosteropidae,Passeriformes,AVIBASE-BFA09720,5,2,3,0,4,17.3,9.7,3.1,3.3,21.4,68.1,12,55.4,17.9,53.6,13.9,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Mountain Black-eye,Zosterops emiliae
Zosterops erythropleurus,Zosteropidae,Passeriformes,AVIBASE-03E6F144,5,2,3,0,4,13.7,7.4,2.7,2.9,15.2,60.8,17.9,42.8,29.5,42,11,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,Chestnut-flanked White-eye,Zosterops erythropleurus
Zosterops eurycricotus,Zosteropidae,Passeriformes,AVIBASE-A23B8E7A,1,1,0,0,0,15.8,7.2,2.9,3.2,18.1,58,9,49,15.5,45,11,DataFromSplit,NA,YES,Beak Nares; Beak Width; Beak Depth,Zosterops poliogastrus,Forest,1,1,Omnivore,Invertivore,Insessorial,Kilimanjaro White-eye,Zosterops eurycricotus
Zosterops everetti,Zosteropidae,Passeriformes,AVIBASE-FDD7405C,5,2,3,0,4,13,8,3.2,3.1,15.4,53.6,10.4,42.1,19.8,38.3,10,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,Everett's White-eye,Zosterops everetti
Zosterops explorator,Zosteropidae,Passeriformes,AVIBASE-DFC89B28,5,2,3,0,4,14.9,8.6,2.9,3.2,18.1,60.2,12.4,48.8,20.3,39.2,10.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,Fiji White-eye,Zosterops explorator
Zosterops feae,Zosteropidae,Passeriformes,AVIBASE-0EE77B43,0,0,0,0,0,12.1,6.3,2.5,2.9,16.6,53.1,10.2,42.9,19.2,39,11.4,Updated_literature,BoW,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops ficedulinus,Forest,1,1,Omnivore,Invertivore,Insessorial,Sao Tome White-eye,Zosterops feae
Zosterops ficedulinus,Zosteropidae,Passeriformes,AVIBASE-59C09710,4,2,1,1,4,12.1,6.3,2.5,2.9,16.6,53.1,10.2,42.9,19.2,39,9.4,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Principe White-eye,Zosterops ficedulinus
Zosterops finschii,Zosteropidae,Passeriformes,AVIBASE-5DA925D4,4,2,2,0,4,17,10,3.3,3.4,20.6,65.6,11.4,54.2,17.4,44,10.6,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,Dusky White-eye,Zosterops finschii
Zosterops flavifrons,Zosteropidae,Passeriformes,AVIBASE-880E409F,6,2,3,1,4,17.6,9.5,3,3.6,20.3,61.9,12.2,49.2,19.9,47.2,10.7,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,Yellow-fronted White-eye,Zosterops flavifrons
Zosterops flavilateralis,Zosteropidae,Passeriformes,AVIBASE-F80D69C2,5,1,4,0,0,12.3,6.9,2.7,2.9,15.1,53.6,11.2,42.4,20.9,37,9.4,DataFromSplit,NA,YES,Beak Nares; Beak Width; Beak Depth,Zosterops abyssinicus,Woodland,2,1,Carnivore,Invertivore,Insessorial,Pale White-eye,Zosterops flavilateralis
Zosterops flavissimus,Zosteropidae,Passeriformes,AVIBASE-F9D288FC,565,153,178,234,0,13.8,8,2.7,2.7,16.8,55.2,8.7,49.5,14.9,39.4,11.5,DataFromSplit,NA,YES,Beak Nares; Beak Width; Kipp's Distance; Secondary1; Hand-Wing Index,Zosterops chloris,Forest,2,1,Omnivore,Omnivore,Insessorial,Wakatobi White-eye,Zosterops flavissimus
Zosterops flavus,Zosteropidae,Passeriformes,AVIBASE-78053B6F,4,1,0,3,4,12.3,6.7,2.6,2.8,14.4,50.6,10.2,40.4,20.2,33.8,7,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,Javan White-eye,Zosterops flavus
Zosterops fuscicapilla,Zosteropidae,Passeriformes,AVIBASE-830B6B38,4,2,2,0,4,12.3,6.8,3,3.4,15.3,56.8,12.3,44.5,21.6,39.2,11.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Capped White-eye,Zosterops fuscicapilla
Zosterops gibbsi,Zosteropidae,Passeriformes,AVIBASE-9DC224C8,2,1,1,0,2,17.5,8.9,3.3,3.4,20,67,11.8,55.2,17.5,43.5,14.9,EltonTraits_GenAvg,NA,NO,NA,NA,NA,1,1,Carnivore,Invertivore,Insessorial,Vanikoro White-eye,Zosterops gibbsi
Zosterops grayi,Zosteropidae,Passeriformes,AVIBASE-49B5530A,1,0,1,0,1,15.6,8.4,3.5,4.4,19.1,62,9.3,52.7,15,44,16,EltonTraits_Model,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Kai Besar White-eye,Zosterops grayi
Zosterops griseotinctus,Zosteropidae,Passeriformes,AVIBASE-4F0136EF,4,2,2,0,4,15.2,8.7,3,3.9,17.9,61.2,11.1,50.2,18,44.5,14,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,Louisiade White-eye,Zosterops griseotinctus
Zosterops griseovirescens,Zosteropidae,Passeriformes,AVIBASE-19ABB1C4,4,1,3,0,4,15.1,7.7,3.2,3.2,20.6,63.1,11.8,51.4,18.6,47.8,11,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,Annobon White-eye,Zosterops griseovirescens
Zosterops hypolais,Zosteropidae,Passeriformes,AVIBASE-645B1F93,2,1,1,0,2,13.9,7.6,2.7,2.5,17.8,57,9.7,47.3,17,41.5,10.6,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Plain White-eye,Zosterops hypolais
Zosterops hypoxanthus,Zosteropidae,Passeriformes,AVIBASE-B1F46366,5,2,3,0,4,13.2,7.3,3.1,3.9,16.1,56.5,10.1,46.8,17.7,39.6,12.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,Black-headed White-eye,Zosterops hypoxanthus
Zosterops inornatus,Zosteropidae,Passeriformes,AVIBASE-C136FA8A,5,2,3,0,5,20.1,11.1,3.8,4.3,22,70.1,12.3,57.8,17.6,49.4,22.9,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Large Lifou White-eye,Zosterops inornatus
Zosterops japonicus,Zosteropidae,Passeriformes,AVIBASE-D0E2DCAD,13,6,7,0,12,13.4,7.6,2.8,2.9,17.1,56.8,11.3,45.5,19.9,41.6,11.3,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Warbling White-eye,Zosterops japonicus
Zosterops kikuyuensis,Zosteropidae,Passeriformes,AVIBASE-6483A467,4,2,2,0,4,12.7,6.6,2.5,3,17,59.4,10.2,49.2,17.1,46.8,11,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Kikuyu White-eye,Zosterops kikuyuensis
Zosterops kirki,Zosteropidae,Passeriformes,AVIBASE-7ACE42C3,4,2,2,0,4,11.9,6.6,2.8,3,16,52.6,9.2,43.5,17.4,36.6,8.9,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,Kirk's White-eye,Zosterops kirki
Zosterops kuehni,Zosteropidae,Passeriformes,AVIBASE-E59BD52D,4,2,2,0,4,13.4,7.1,2.8,3.2,15.2,54.5,8.1,46.4,14.9,38.5,12,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Ambon White-eye,Zosterops kuehni
Zosterops kulambangrae,Zosteropidae,Passeriformes,AVIBASE-6C021303,3,1,2,0,1,12.1,7.8,3.5,3.2,17.1,61.3,10.6,50.7,17.3,40,10.6,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Solomons White-eye,Zosterops kulambangrae
Zosterops lacertosus,Zosteropidae,Passeriformes,AVIBASE-464C12B0,1,1,0,0,1,23.4,14,3.7,4.9,24.6,82,12.6,69.4,15.4,56,28,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Sanford's White-eye,Zosterops lacertosus
Zosterops lateralis,Zosteropidae,Passeriformes,AVIBASE-EA151AD8,22,8,14,0,10,12.7,6.8,2.8,3.1,16.4,59,15.2,44.8,25.3,42.2,12.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,Silvereye,Zosterops lateralis
Zosterops leucophaeus,Zosteropidae,Passeriformes,AVIBASE-9A08376E,4,2,2,0,4,14,7.5,3.3,3.5,19.6,67.5,13.4,54.1,19.8,50.5,14.8,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Principe Speirops,Zosterops leucophaeus
Zosterops lugubris,Zosteropidae,Passeriformes,AVIBASE-9A1A058C,5,1,4,0,4,14.6,7.5,3.2,3.8,22.5,72.8,15.1,59.4,20.3,51,14.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,Black-capped Speirops,Zosterops lugubris
Zosterops luteirostris,Zosteropidae,Passeriformes,AVIBASE-AF7F8395,3,1,2,0,3,14.9,9.1,3.6,3.6,17.1,60,7.7,52.3,12.8,43.3,10.6,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Splendid White-eye,Zosterops luteirostris
Zosterops luteus,Zosteropidae,Passeriformes,AVIBASE-5A75FDA4,7,3,4,0,4,12.8,7.2,2.8,3.2,17.3,56.1,11,45.6,19.4,42.6,9.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,Australian Yellow White-eye,Zosterops luteus
Zosterops maderaspatanus,Zosteropidae,Passeriformes,AVIBASE-DA296953,5,2,3,0,4,13.4,7.1,2.7,3.2,14.8,54.3,10.9,43,20.3,41.6,8.9,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,Malagasy White-eye,Zosterops maderaspatanus
Zosterops mauritianus,Zosteropidae,Passeriformes,AVIBASE-25BD316A,4,1,0,3,4,12.6,6.5,2.6,2.7,17.4,54.2,11.2,43.1,20.6,41.6,8.2,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,Mauritius Gray White-eye,Zosterops mauritianus
Zosterops mayottensis,Zosteropidae,Passeriformes,AVIBASE-A2DA598E,5,2,3,0,4,12.5,7,2.7,3,15.7,52.6,8.5,44,16.2,35.4,9.9,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Mayotte White-eye,Zosterops mayottensis
Zosterops mbuluensis,Zosteropidae,Passeriformes,AVIBASE-086290D2,0,0,0,0,0,14.6,7.2,2.9,3.2,17.4,61.8,10.6,50.9,17.2,48.1,11,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Zosterops poliogastrus,Forest,1,1,Omnivore,Invertivore,Insessorial,Mbulu White-eye,Zosterops mbuluensis
